Name,Borough,Types,Rating,User Ratings Total,Vicinity,lat,lng
Artisan Coffee School,Ealing,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,265.0,"32 New Broadway, London",51.5131139,-0.3066972000000001
ODEON Luxe Lee Valley,Enfield,"['movie_theater', 'cafe', 'bar', 'food', 'store', 'point_of_interest', 'establishment']",4.3,3687.0,"Lee Valley, Edmonton, Pickett's Lock Lane, London",51.6331468,-0.0372402
bp,Enfield,"['gas_station', 'car_wash', 'atm', 'cafe', 'finance', 'food', 'point_of_interest', 'establishment']",2.9,19.0,"Bullsmoor Lane, Enfield",51.67990999999999,-0.04832
Costa Coffee,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,110.0,"288 High Street, Enfield",51.64781300000001,-0.04783
Krispy Kreme Enfield,Enfield,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,2623.0,"492 Great Cambridge Road, Enfield",51.65235,-0.05934000000000001
Costa Coffee,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,249.0,26 Palace Gardens Shopping Cen,51.651189,-0.083939
Cafe Venezia,Enfield,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.6,91.0,"8 Chaseville Parade, Chaseville Park Road, London",51.643839,-0.113314
Occo Cafe,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,18.0,"Market Chambers, Church Street, Enfield",51.65224389999999,-0.0828451
Creams Cafe Enfield,Enfield,"['bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.0,897.0,"5-6 Savoy Parade, Enfield",51.6522106,-0.07687859999999998
Caffè Nero,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,516.0,"Shopping Centre, palace Exchange, 22 The Town, Enfield",51.6514579,-0.08295250000000001
Leo's Coffee Shop,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,27.0,"Platform 1, Enfield Chase Railway Station, Windmill Hill, Enfield",51.6532102,-0.0908163
Zippola,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,299.0,"Zippola, Live to Eat, 93 Lancaster Road, Enfield",51.66408740000001,-0.08183230000000001
Starbucks Coffee,Enfield,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.6,82.0,"208 Southbury Road, Enfield",51.6501224,-0.0607296
Costa Coffee,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,309.0,"Unit 1, Next Home, Enfield Retail Park, Crown Road, Enfield",51.65448,-0.05898
Stantons Coffee House,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.8,93.0,"7 Queen Anne's Place, Enfield",51.64181199999999,-0.0699637
Shell,Enfield,"['gas_station', 'convenience_store', 'car_wash', 'meal_delivery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,112.0,"790 Great Cambridge Road, Enfield",51.66362700000001,-0.0568554
Caffe Napoli,Enfield,"['cafe', 'food', 'point_of_interest', 'establishment']",,,"79 Lynmouth Avenue, Enfield",51.6377731,-0.0667058
Costa Coffee,Enfield,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,253.0,"163 Hertford Road, Enfield",51.6579,-0.046995
The Larder,Enfield,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.6,94.0,"26 The Green, London",51.6342671,-0.1028123
Coffee Break,Enfield,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.6,553.0,"792 Green Lanes, London",51.63175500000001,-0.09455590000000003
ODEON Greenwich,Greenwich,"['movie_theater', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",4.1,4139.0,"Bugsby's Way, London",51.49059219999999,0.0127925
Costa Coffee - Woolwich DLR,Greenwich,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",3.7,507.0,"1 Woolwich New Road, London",51.490332,0.0693795
Costa Coffee,Greenwich,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.2,225.0,"Unit C, NEXT, 4 Brocklebank Road, London",51.49078,0.02343
The Garden Community Cafe,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,114.0,"7 Cundy Road, London",51.51108729999999,0.0328802
Charlton House & Gardens,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,678.0,"Charlton Road, London",51.48059880000001,0.03717220000000001
East Greenwich Pleasaunce,Greenwich,"['park', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,325.0,"10 Chevening Road, London",51.484675,0.0137639
Asda Beckton Superstore,Greenwich,"['supermarket', 'gas_station', 'atm', 'cafe', 'pharmacy', 'grocery_or_supermarket', 'clothing_store', 'finance', 'health', 'store', 'food', 'point_of_interest', 'establishment']",3.6,1002.0,"Tollgate Road, Beckton",51.515668,0.05826199999999999
Marks and Spencer,Greenwich,"['department_store', 'cafe', 'supermarket', 'convenience_store', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']",4.2,926.0,"115 Eltham High Street, London",51.4509354,0.0549693
Buenos Aires Cafe,Greenwich,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,568.0,"17 Royal Parade, London",51.46716559999999,0.007254000000000001
Costa Coffee,Greenwich,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.2,278.0,"41 Tranquil Vale, London",51.467399,0.007877000000000002
The Coffee Lounge,Greenwich,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,514.0,"Equitable House, 29 Greens End, London",51.4904417,0.0682417
Roz Cafe,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",4.3,82.0,"1 Pier Road, London",51.50087869999999,0.06309429999999999
Moca cafe,Greenwich,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,236.0,"10 Old Dover Road, London",51.476733,0.0209958
Tesco Cafe,Greenwich,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.7,56.0,"Grand Depot Road, London",51.48919209999999,0.06624929999999998
First Choice Cafe And Restaurant,Greenwich,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,460.0,"51 Hare Street, London",51.49348,0.06337899999999999
The Yoga Space London,Greenwich,"['cafe', 'gym', 'health', 'store', 'food', 'point_of_interest', 'establishment']",4.8,63.0,"Norton House, Duke of Wellington Avenue, London",51.4946502,0.06653479999999998
Menagerie Cafe,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",3.4,11.0,"Unit 9, The I O Centre, Skeffington Street, London",51.4920267,0.07648390000000001
Arts Cafe,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",4.3,70.0,"Thames-Side Studios Gallery, Harrington Way, Warspite Road, London",51.4946119,0.04484590000000001
The Plumstead Pantry SE18,Greenwich,"['restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,161.0,"16 Warwick Terrace, London",51.48180379999999,0.0836855
The Chef House kitchen,Greenwich,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,124.0,"Westminster Industrial Estate, 19 Bowater Road (unit 76 In, London",51.49396369999999,0.0421675
Cafe 1001,Hackney,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.2,953.0,"91 Brick Lane, London",51.52093410000001,-0.0719882
Ottolenghi Islington,Hackney,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,2114.0,"287 Upper Street, London",51.5397504,-0.1022929
Allpress Espresso Bar Shoreditch,Hackney,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,611.0,"58 Redchurch Street, London",51.52440099999999,-0.07426039999999999
Wilton's Music Hall,Hackney,"['tourist_attraction', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.8,2092.0,"1 Graces Alley, London",51.51070129999999,-0.0668967
Costa Coffee,Hackney,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,422.0,"9 Eldon Street, Broadgate, London",51.518699,-0.084719
The Zetter Clerkenwell,Hackney,"['cafe', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,970.0,"49-50 Saint John's Square, London",51.5230962,-0.1038718
La Divina Italian Restaurant,Hackney,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,1005.0,"134 Upper Street, London",51.5392687,-0.1025622
Cafe OTO,Hackney,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,625.0,"18-22 Ashwin Street, London",51.54694199999999,-0.07477230000000001
The Breakfast Club Angel,Hackney,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,2311.0,"31 Camden Passage, London",51.5350988,-0.103734
Manicomio City Restaurant,Hackney,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,398.0,"6 Gutter Lane, London",51.5155225,-0.0954193
Strongroom Bar,Hackney,"['bar', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,2004.0,"120-124 Curtain Road, London",51.5259464,-0.08005219999999999
Bottega Prelibato Restaurant,Hackney,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,681.0,"43-45 Rivington Street, London",51.52612739999999,-0.08142909999999999
Paper Dress Vintage,Hackney,"['cafe', 'night_club', 'home_goods_store', 'bar', 'clothing_store', 'food', 'store', 'point_of_interest', 'establishment']",4.6,498.0,"352a Mare Street, London",51.5473541,-0.05467259999999999
Bike Shed Moto Co.,Hackney,"['cafe', 'hair_care', 'bar', 'clothing_store', 'health', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.7,3668.0,"384 Old Street, London",51.5271434,-0.0788825
Caravan Exmouth Market Restaurant,Hackney,"['restaurant', 'cafe', 'bar', 'food', 'store', 'point_of_interest', 'establishment']",4.2,1264.0,"11-13 Exmouth Market, London",51.52546299999999,-0.1100856
Gallery Cafe,Hackney,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,940.0,"St. Margarets House Settlement, 21 Old Ford Road, Bethnal Green, London",51.52987400000001,-0.05447
Gallipoli Restaurant,Hackney,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,1420.0,"119 Upper Street, London",51.5385288,-0.1026159
Costa Coffee,Hackney,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,279.0,"46 Cowcross Street, London",51.519943,-0.105043
Med's Cafe,Hackney,"['cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,633.0,"37 Burdett Road, London",51.522864,-0.03397489999999999
London Lodge Hotel,Hammersmith and Fulham,"['night_club', 'cafe', 'clothing_store', 'lodging', 'store', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",4.2,365.0,"134-136 Lexham Gardens, London",51.495723,-0.19496
Afternoon Tea at The Milestone Hotel,Hammersmith and Fulham,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,92.0,"1-3 Kensington Court, London",51.50200719999999,-0.1866267
Bluebird,Hammersmith and Fulham,"['night_club', 'cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",4.2,3098.0,"350 King's Road, London",51.4847353,-0.1755033
Serpentine Gallery,Hammersmith and Fulham,"['art_gallery', 'tourist_attraction', 'cafe', 'museum', 'food', 'point_of_interest', 'establishment']",4.4,1635.0,London,51.50462700000001,-0.175073
The Orangery Restaurant,Hammersmith and Fulham,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",3.9,498.0,"Kensington Palace Gardens, London",51.5065855,-0.1877335
"Dukes Meadows Golf, Tennis & Ski",Hammersmith and Fulham,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.3,730.0,"Dan Mason Drive, London",51.472398,-0.2634714
La Piccola Deli Pasticceria,Hammersmith and Fulham,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,561.0,"La Piccola Deli Pasticceria, 270 Kensington High Street, London",51.4986294,-0.2008059
The Hummingbird Bakery,Hammersmith and Fulham,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.1,297.0,"133 Portobello Road, London",51.5140807,-0.2038636
Fulham Palace,Hammersmith and Fulham,"['museum', 'tourist_attraction', 'cafe', 'park', 'food', 'point_of_interest', 'establishment']",4.5,1682.0,"Bishop's Avenue, London",51.4707092,-0.2159675
The Hummingbird Bakery - South Kensington,Hammersmith and Fulham,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.0,268.0,"47 Old Brompton Road, London",51.4933004,-0.1754869
ODEON Luxe Putney,Hammersmith and Fulham,"['movie_theater', 'cafe', 'store', 'food', 'bar', 'point_of_interest', 'establishment']",4.4,1192.0,"26 Putney High Street, London",51.4652107,-0.2142387
Betty Blythe,Hammersmith and Fulham,"['cafe', 'food', 'point_of_interest', 'establishment']",4.2,170.0,"73 Blythe Road, London",51.497602,-0.2175909
Coco Momo,Hammersmith and Fulham,"['cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",4.3,1027.0,"25 Gloucester Road, South Kensington, London",51.4981216,-0.1835399
The Magic Cafe,Hammersmith and Fulham,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.4,54.0,"359 Fulham Palace Road, London",51.47506300000001,-0.21423
Le Pain Quotidien,Hammersmith and Fulham,"['restaurant', 'cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.9,1783.0,"15-17 Exhibition Road, London",51.4950084,-0.1736302
The Prince Edward,Hammersmith and Fulham,"['restaurant', 'cafe', 'food', 'bar', 'point_of_interest', 'establishment']",4.3,914.0,"73 Prince's Square, London",51.5129205,-0.1935085
Putney Leisure Centre,Hammersmith and Fulham,"['gym', 'cafe', 'school', 'food', 'point_of_interest', 'health', 'establishment']",3.7,723.0,"Dryburgh Road, London",51.46365619999999,-0.2286599
Caffè Concerto Kensington,Hammersmith and Fulham,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,1992.0,"88 Kensington High Street, London",51.5018036,-0.191723
Stonebridge Lock Waterside Cafe (Dog cafe!),Haringey,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,285.0,"Watermead Way, London",51.5976247,-0.0502964
Autograf Restaurant,Haringey,"['meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,943.0,"488 West Green Road, Duckett's Green, London",51.58778710000001,-0.099087
Park Theatre,Haringey,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.6,1179.0,"13 Clifton Terrace, London",51.5657146,-0.1085131
Costa Coffee,Haringey,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,295.0,"1 The Broadway, London",51.57886,-0.12408
Costa Coffee,Haringey,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,202.0,"66 Highgate High Street, London",51.57106,-0.14809
Asda Living Tottenham,Haringey,"['home_goods_store', 'cafe', 'clothing_store', 'food', 'store', 'point_of_interest', 'establishment']",4.1,2069.0,"Unit 4a, Tottenham Hale Retail Park, Broad Lane, London",51.58753,-0.06111999999999999
The Haberdashery,Haringey,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.5,490.0,"22 Middle Lane, London",51.5812225,-0.1235522
ArtHouse Crouch End,Haringey,"['movie_theater', 'cafe', 'food', 'point_of_interest', 'establishment']",4.6,527.0,"159A Tottenham Lane, London",51.5818634,-0.12003
Aladdin's Vintage Furniture & Cafe,Haringey,"['cafe', 'moving_company', 'storage', 'furniture_store', 'home_goods_store', 'food', 'store', 'point_of_interest', 'establishment']",4.6,101.0,"1 Hazellville Road, London",51.5695455,-0.1243871
The Archway Tavern,Haringey,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.2,342.0,"1 Navigator Square, Archway, London",51.5659627,-0.1349262
Costa Coffee,Haringey,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,1152.0,"Unit E, Tottenham Hale Retail Park, London",51.58758400000001,-0.063354
Costa Coffee,Haringey,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.7,328.0,"Unit 4C, The Arena Shopping Pa, London",51.576439,-0.097673
Jenny's Cafe & Restaurant N10,Haringey,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,440.0,"237 Muswell Hill Broadway, London",51.5915429,-0.1430246
Barista Coffee House,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.5,54.0,"5, Station Forecourt, Station Road, London, Edgware",51.6136876,-0.2755771999999999
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,250.0,"153 Field End Road, Pinner",51.578639,-0.399112
Caffè Nero,Harrow,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.9,409.0,"Unit 2, 67-70 Station Road, Edgware",51.61307679999999,-0.2772073
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.1,498.0,"250 / 252 Northolt Road, South Harrow, Harrow",51.5641,-0.354526
Imperial Cafe,Harrow,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.7,306.0,"238 Imperial Drive, Harrow",51.5761555,-0.3702117
Sunrise Cafe,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,123.0,"343 High Road, Harrow",51.6039171,-0.339743
Randalls Coffee House,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,90.0,"284B Station Road, Harrow",51.58203409999999,-0.3324514
Costa,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.1,302.0,"24-26 Church Road, Stanmore",51.6172742,-0.3120828
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.8,26.0,"2, Tesco, Harrow",51.58589,-0.33413
Red Brick Cafe,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,49.0,"38-40 High Street, Harrow",51.5943109,-0.3348485
Rumble Tumble Harrow Ltd,Harrow,"['cafe', 'school', 'food', 'point_of_interest', 'establishment']",4.0,372.0,"Ground Floor, Bruce House, Lower, Sovereign Place, Harrow",51.5850435,-0.3310073
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,410.0,"112-114, Wealdstone, High Street, Harrow",51.5966,-0.335204
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,652.0,"76-80 St Anns Road, Harrow",51.58231,-0.3366599999999999
Mooboo,Harrow,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,180.0,"St Georges Shopping Centre St Ann's Road, Harrow",51.5815078,-0.3393113
Bru coffee & more,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,753.0,"Square 1, Bond Apartments, College Road, Harrow",51.5799485,-0.3357646
Treats,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.9,18.0,"College Road, Harrow",51.58003069999999,-0.3374615
Caffè Nero,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.1,70.0,"on the Hill Station, Station Approach, Harrow",51.579555,-0.3368828
The Moat Cafe,Harrow,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,108.0,"Pinner View, Harrow",51.59404749999999,-0.354366
Costa Coffee,Harrow,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,330.0,"8 Warwick Parade Kenton Lane, Harrow",51.60069999999999,-0.3180999999999999
Costa Coffee,Havering,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.0,136.0,"Bryant Avenue, Romford",51.5936,0.21781
Cosy Cafe,Havering,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,198.0,"197 Ardleigh Green Road, Hornchurch",51.5841228,0.22022
Shell,Havering,"['gas_station', 'convenience_store', 'car_wash', 'meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.8,82.0,"Eastern Avenue East, Romford",51.59127179999999,0.1790432
Costa Coffee,Havering,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.1,207.0,"83 Main Road, Romford",51.586734,0.200045
bp,Havering,"['gas_station', 'car_wash', 'atm', 'cafe', 'finance', 'food', 'point_of_interest', 'establishment']",4.5,12.0,"132 Hornchurch Road, Hornchurch",51.5650117,0.2036263
Costa Coffee,Havering,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.9,108.0,"NEXT, Gallows Corner, Gallows Corner Retail Park, Colchester Road, Romford",51.592862,0.215658
ODEON Uxbridge,Hillingdon,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,2447.0,"302, The chimes shopping centre, Uxbridge",51.5450527,-0.4756154
"The Black Horse Pub & Restaurant, Iver Heath",Hillingdon,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,729.0,"95 Slough Road, Iver",51.5373325,-0.5156964999999999
Costa Coffee,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,381.0,"100 - 102 High Street, Ruislip",51.57409999999999,-0.424681
Costa Coffee,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,974.0,"51-52 High Street, Uxbridge",51.547418,-0.48107
Pret A Manger,Hillingdon,"['cafe', 'bakery', 'bar', 'health', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,291.0,"The Pavilions Shopping Centre, Grainge's Yard, Uxbridge",51.5460697,-0.4808929
Village Bed & Breakfast and Cafe,Hillingdon,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",4.0,3.0,"105 Hillingdon Hill, Uxbridge",51.53536219999999,-0.4608473
Greggs,Hillingdon,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.9,291.0,"148-152 High Street, Uxbridge",51.5467867,-0.4799914
Lady Marmalade Cafe,Hillingdon,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,136.0,"30 High Street, Uxbridge",51.52251219999999,-0.4812015000000001
Caffè Nero,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,621.0,"185-186, The chimes shopping centre, Uxbridge",51.545424,-0.4766446
Lavazza,Hillingdon,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,47.0,"5th, The Charter Building, Vine Street, Uxbridge",51.5449865,-0.4793672
Starbucks Coffee,Hillingdon,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,510.0,"High Street, Uxbridge",51.545742,-0.478584
LAB Coffee Works,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,34.0,"The Charter Building, Charter Place, Uxbridge",51.54548200000001,-0.47927
Costa Coffee,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,355.0,"172 High Street, Uxbridge",51.546606,-0.4781420000000001
Creams Cafe Uxbridge,Hillingdon,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.0,955.0,"61 Belmont Road, Uxbridge",51.54836719999999,-0.4778184000000001
1966,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,267.0,"Brunel University London, Kingston Lane, Uxbridge",51.5328974,-0.4735067000000001
Bertram's Café,Hillingdon,"['cafe', 'food', 'point_of_interest', 'establishment']",4.2,155.0,"95 Oxford Road, Denham, Uxbridge",51.5561294,-0.4913555000000001
Maison Du Soleil,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,161.0,"25 Swakeleys Road, Ickenham, Uxbridge",51.56463220000001,-0.4453297
Costa Coffee,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,78.0,"Trout Road, West Drayton",51.515678,-0.477281
bp,Hillingdon,"['gas_station', 'atm', 'cafe', 'finance', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",3.5,31.0,"Oxford Road, Uxbridge",51.56826520000001,-0.5047423000000001
Costa Coffee,Hillingdon,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,109.0,"High Street, Iver",51.5201824,-0.505983
Curzon Richmond,Hounslow,"['movie_theater', 'bar', 'cafe', 'food', 'point_of_interest', 'establishment']",4.5,264.0,"3 Water Lane, Richmond",51.4592363,-0.3070303999999999
The Eel Pie,Hounslow,"['restaurant', 'bar', 'cafe', 'food', 'point_of_interest', 'establishment']",4.5,977.0,"9-11 Church Street, Twickenham",51.4469808,-0.3265452
Asda Feltham Superstore,Hounslow,"['supermarket', 'grocery_or_supermarket', 'cafe', 'pharmacy', 'clothing_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']",4.1,4076.0,"Tilley Road, Feltham",51.44573,-0.4115
Costa Coffee,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,315.0,"36 The Centre, Feltham",51.4464,-0.410527
Mount Cafe,Hounslow,"['cafe', 'food', 'point_of_interest', 'establishment']",4.2,130.0,"Market Parade, 11 Hampton Road West, Hanworth, Feltham",51.4402074,-0.3869331999999999
Squire’s Garden Centre,Hounslow,"['pet_store', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,2125.0,"Sixth Cross Road, Twickenham",51.4354405,-0.3518239
Bill's Richmond Restaurant,Hounslow,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,2186.0,"1-3 Hill Rise, Richmond",51.4580509,-0.3054919
Costa Coffee,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,1150.0,"241 High Street, Hounslow",51.46842,-0.3637400000000001
Caffe Mamma,Hounslow,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,436.0,"110 Kew Road, Richmond",51.4664059,-0.2974021000000001
Costa Coffee,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,348.0,"26-28 London Road, Twickenham",51.447705,-0.328678
Islamic Integration Community Centre,Hounslow,"['mosque', 'cafe', 'place_of_worship', 'health', 'food', 'store', 'point_of_interest', 'establishment']",4.8,187.0,"531 Staines Road, Hounslow",51.46276229999999,-0.389633
The Coffee Bean,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.8,53.0,"37B High Street, Twickenham",51.4519645,-0.3577604
Coffee And Muffins,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",2.7,15.0,"High Street, Hounslow",51.46784390000001,-0.3629304
Jungle VIP,Hounslow,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,496.0,"Unit 5, The Blenheim Centre, Prince Regent Road, Hounslow",51.4706512,-0.3630229
Wild Bean Cafe,Hounslow,"['cafe', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",2.0,1.0,"481 Great West Road, Hounslow",51.4788863,-0.3617814
bp,Hounslow,"['gas_station', 'convenience_store', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.3,37.0,"481 Great West Road, Hounslow",51.47901999999999,-0.36188
Caffè Nero,Hounslow,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,1154.0,"231 High Street, Hounslow",51.46853489999999,-0.3631513
Curzon Bloomsbury,Islington,"['movie_theater', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.4,992.0,"The Brunswick Centre, London",51.5241103,-0.1231058
